NAME,LATITUDE,LONGITUDE
ein Zimmer/a room in Kartal,40.91713,29.21324
"New Apartment W/Sea View, Access To Metro",40.94783,29.11498
STANDARD SINGLE ROOM,41.00231,28.97524
STANDARD TRIPLE ROOM,41.00182,28.97569
Spacious apartment at Beşiktaş,41.04875,29.00607
Kiralik,41.01957,29.09038
Kiralik oda sadece BAYAN misafirler icin.,41.01742,29.09074
Sultans Hotel (Standard Double Room (Phone number hidden by Airbnb) ),41.00413,28.96906
ECONOMY DOUBLE ROOM,41.00218,28.9753
HodHod Apartments,41.02729,28.95022
A private room in Kadıkoy,40.98875,29.03096
Private room near the Atatürk airport,40.9936,28.83758
"ROOM in Üsküdar; peacefull, clean and comfortable",41.01641,29.02696
"Heart of Istanbul, Best Location, Air-conditioned",40.98944,29.03176
VERY CENTRAL MECIDIYEKOY-SISLI DOUBLE BEDROOM,41.06817,28.99723
Taksim Center Apartment (with 2 balcony),41.03592,28.97381
"Perfect location, in the heart of city center",41.06153,28.98349
Terrace Flat,40.99178,29.02774
1+1 new flat with lovely garden in şişli 45 Usd,41.04897,28.98339
Kadıköy merkezde kullanışlı residence !!,40.98975,29.04356
"Double Room2 Old City, Close to Blue Mosque",41.00384,28.97151
Best beste Wohnung in Istanbul,41.06224,28.97639
Fantastic  flat in  Kucukyali,40.95107,29.13603
Private Large Two Bedroom Plus Apartment,41.04209,28.98629
Deluxe Double Room with Park View / Sultans Hotel,41.00413,28.96906
Apartman dairesinde bir oda,41.07334,28.99832
"Enjoy silent, bright apartment w/garden @Bosphorus",41.13665,29.05154
Privave room in Firuzaga,41.03211,28.98093
For female (Hidden by Airbnb) rent a room,40.93531,29.12838
Near the cevahir shoppin (Hidden by Airbnb),41.06029,28.98641
Central Room in Şişli&Fine Host&Clean House&Wifi,41.05646,28.98187
"Private Room,Very Silent &  Best Locations",40.98361,29.04926
Taksim Square Private Apartment 1+1,41.03853,28.9836
"Rooftop Studio and Terrace, Kadikoy",40.99434,29.03508
C3 Flat with an attic bedroom,40.98774,29.02717
INDIPENDENT ArtHouse/ 3floors - Very CENTRAL QUIET,41.03097,28.97946
"Sultan suite Istanbul, Enjoy the traditional style",41.05887,28.72171
Turkish style beautiful & Cozy Apartment,41.05799,28.71734
SeaView Cozy Apartment by the water,41.05625,28.71777
Warm cozy apartment,41.05875,28.98544
Cosy Flat (Full House) in a Great Location,41.02829,28.98131
Very Central loc.3+1 Cozy flat 2min metro *sisli,41.05868,28.98776
"Sisli metroya 5 dk, konforlu ev",41.06077,28.99263
Lovely house with all services around,41.02444,28.63673
C2 Compact Flat,40.98606,29.02728
Stylish Residence in Istanbul with Gym and Pool,41.05762,28.98042
An animal friendly room in Moda Kadıköy,40.98697,29.02407
VERY NİCE PLACE TO STAY İN İSTANBUL,41.04461,29.00292
Easy Location // Kolay Lokasyon,41.07958,28.99377
Little Mermaid,41.00358,29.03188
Beşiktaş / Wifi / Room etc.,41.04582,29.00597
Luxury Residence in Taksim&Special Room,41.04288,28.98588
WELL DESIGNED Flat next to RAMADA Ht & Osmanbey St,41.05045,28.98427
"Istanbul, Kadikoy journalist home / private room",40.98048,29.09478
Central and luxury Ground floor 2 bdr,41.0527,28.98537
Eclectic & Cosy Loft,41.02695,28.95564
Room 2minutes from istiklal street,41.03373,28.9876
1BR Luxury Suite in Istanbul with Terrace,41.12021,29.00889
Taksim Tepebası,41.0334,28.97182
PİNO VERDE BUTİK HOTEL,41.03451,28.97897
Orhan Kutbay's Othantic Room for 3,40.86998,29.11868
istanbul levent TERTEMİZ ÇİFT KİŞİLİK ÖZEL ODALAR,41.09103,28.99472
"Room in Kadıköy, Moda",40.98742,29.02752
"A cozy, modest home in the walled old city Balat",41.03577,28.9397
"Only Two Min To Taksim Square,Two Large Rooms Home",41.03545,28.9856
2BR Luxury Suite with Terrace,41.12024,29.00886
Queen Palace,41.05797,28.99573
STUDIO FLAT NISANTASI,41.05503,28.99268
Private room for rent,41.00005,28.83958
Cosy and peaceful flat for mid-long term rent,40.91989,29.18267
"Bosphorus Bebek-Arnavutköy, istanbul",41.06784,29.0412
Bogaz'da keyifli bir teras!,41.04394,29.05518
Cosy Flat in the Heart of Istanbul,41.04509,29.01176
Bel appartement dans une belle résidence,41.00865,28.66959
Room Free Breakfast close to Hagia Sophia401,41.00485,28.96329
Elegant Cosy Flat in Beyoğly,41.02953,28.9766
"Separate floor with bedroom, bathroom & entrance",40.98537,29.03
C4 Flat with an attic bedroom,40.98797,29.02762
C5 Compact  Flat,40.98642,29.02591
••Disinfected•• Private Flat#1 in the city center,41.03284,28.94476
1+1 Private Deluxe Suite / Şişli Metro 5 min,41.05458,28.99322
By Home Phoenix No 2,40.99437,29.02575
İpek Villa Sultanahmet By Walton Hotels,41.0034,28.98089
"Private Room with Backyard in Cihangir, Taksim",41.02937,28.98388
"Silent, Secure, Cool 5 mins to Airport",40.92408,29.30663
Comfortable room for you...,41.01317,29.0374
"Large Room in City Center, near Metro & Tram & Bus",41.01253,28.97624
Acil ev arkadaşlığı,41.05494,28.97883
Beylikdüzü tuyap fuar alanın yanında  1+0 studio,41.026,28.6269
beautiful istanbul,41.03636,28.99169
Cozy room in Yenisahra,40.98552,29.08352
Vintage Flat & Single Room & Art Studio,40.98812,29.02309
Yeditepe Üniversitesi yanın da,40.97407,29.14099
"EMIRGAN Central, close at Bebek,Besiktas,Taksim",41.10347,29.04019
in Ortaköy/Beşiktaş,41.05019,29.02318
bakımlı temiz ev,40.99726,28.84953
Kadıköy oda,40.98393,29.024
Tuyap fuar alanında lüks rezidence 1+1,41.02686,28.62635
Taksim Oriella Hotel,41.03906,28.98172
Taksim Oriella Hotel Deluxe Room,41.0387,28.9803
Beautiful Apartment Right on Bağdat st. SUADİYE,40.95632,29.09197
"Near Taksim,Beşiktaş,Nişantaşı (10 mins to metro)",41.05837,28.99511
Stunning views ! Terrace apart. near Galata Tower,41.02563,28.97564
Redbud Tree,41.0912,29.0001
City center 2 bedroom family flat,41.03391,28.98491
DISINFECTION/ Sea View/ Taksim/ 4 Bedroom,41.02916,28.97298
Tayfun’s home,41.00018,28.83209
Terrace + Prince's Islands & Sea View /Duplex Loft,40.93199,29.11917
Fenerbahce kalamış ta,40.97185,29.0422
Lovely home with swimming pool view,41.02357,28.65816
Deniz manzaralı metrobüse yürüme mesafesinde,40.97301,28.73971
studio apart  Sultan Ahmet max 3 pax,41.00346,28.97631
"Tuyap fuar alanına yakın lux rezidence,apartment",41.02622,28.62642
Nice view and safety home,41.07131,28.96086
"İstanbul beylikdüzü rezidence,apartment",41.02468,28.62746
By Home Life teras,40.99352,29.02817
A cozy room in Mimaroba,41.00684,28.53786
Home,40.98743,29.03352
15 min Taksim metro (M2),41.0531,28.9773
One Bedroom in Sultanahmet with free Wi-fi,41.00485,28.96329
Otantik Guest House Private Room,41.00485,28.96329
hazar's home,41.00489,29.06482
Flat in Moda near the sea for one or two persons.,40.98428,29.02331
Lovely vacation family house,41.14059,29.04472
Cute Room in Besiktas Center,41.04627,29.0062
••Disinfected•• Private Flat#3 in the city center,41.03359,28.94414
Studio with kitchen and sofa bed,41.00504,28.98103
"Studio with sea view, kitchen and sofa bed.",41.00667,28.98246
2+2 Dublex Cosy Flat,41.0645,28.96803
Fantastic Flat with Bosphorus View in Taksim,41.03158,28.9876
"Studio with kitchen, in Sultanahmet",41.0055,28.98093
Economy Ground Floor Double Room.,41.00637,28.98238
"sea and lake view,",41.04096,28.77207
One room in the heart of Istanbul / 100 mt  Taksim,41.03528,28.98658
esenyurt tuyap fuar alanında lüks rezidence,41.0249,28.6276
beylikdüzü tuyap fuar alanında rezidence,41.01018,28.6602
Double room3 Old City close  Blue Mosque,41.00544,28.97078
"Villa Hakim, City Center, Private Pool! Sea View!!",41.05668,29.06206
BEŞİKTAŞ  CENTER - YILDIZ TECHNICAL UNIVERSİTY,41.05176,29.00475
Reliable and peacefull house in the secure site,41.01691,28.77092
Moda Boutique Hostel,40.9905,29.02616
Private apartment at Moda Boutique Hostel,40.99045,29.02636
Denize 50 mt Mesafede Restore Edilmiş Tarihi Eser,41.16134,29.04284
Feel yourself safely like ur own hause ,41.05342,28.97646
Bostanci’da esyali ve harika konumdaki ev 3 ay bos,40.95623,29.10094
2+1 house,40.95665,29.10386
Cozy Double Bed Room in Taksim,41.03717,28.97585
By Home Life Giriş,40.99357,29.02916
Smart Office Room at Tuzla (90m2) - Fully Equipped,40.85674,29.28927
ROOM FOR RENT IN A SHARED FLAT IN KADIKOY,40.98824,29.03417
Dilara & Lennon’s Garden,41.02156,29.02584
Şişli Fulya'da 3+1 dairede müsait oda,41.05894,28.99624
Cozy Double Room Flat in Taksim 3,41.0365,28.97541
Cozy and Clean home on the Main Street,41.08374,29.00259
Element Residence 1+1 Apartment,41.03633,28.97848
Spacious Room in Elite District,41.07186,29.02263
A comfortable room in Feri,41.04996,28.97475
Peaceful Stay Tuzla / Close to SAW and YHT station,40.83973,29.30991
HOTEL SULTANAHMET,41.00878,28.97545
A cozy room in BJK,41.04642,29.00155
shared home,40.993,29.02775
Family Suite Room with kitchen in Taksim,41.03335,28.98205
"beylikdüzü esenyurt tüyap fuar apartmant,rezidence",41.02511,28.62669
İSTANBUL TÜYAP FAİR LÜX REZİNDENCE,41.02434,28.62837
"beylikdüzü otel,rezidence,apertmant,lux confort",41.02638,28.62826
2+1 kedili ev,41.07038,28.97241
tuyap fair lüx rezidence 1+1 room,41.02569,28.6259
Element Residence 1+1 Apartment,41.03503,28.97674
"99,9% Nano Disinfection - Bosphorus view in hearth",41.03435,28.99134
B2 Compact Flat,40.99506,29.02804
İs very clean And new,40.98833,29.14586
Element Residence 1+1 Apartment,41.03497,28.97714
Element Residence 1+1 Apartment,41.03597,28.97705
Element Residence 1+1 Apartment,41.03483,28.97832
Element Residence 1+1 Apartment,41.03525,28.97674
Element Residence 1+1 Apartment,41.03571,28.97753
Element Residence 1+1 Apartment,41.03571,28.97753
Element Residence 1+1 Apartment,41.03571,28.97753
Element Residence 1+1 Apartment,41.03571,28.97753
Family house 5 min to (SAW) Sabiha Gokcen Airport,40.93886,29.30736
2 bedroom  residence with fully Maslak view,41.10787,29.00019
Clear residence room with private shower in Taksim,41.03595,28.98223
Heybeliada Taylan's House,40.87556,29.09939
Element Residence Studio,41.03571,28.97753
Beyoğlu'nda temiz güvenli stüdyo daire,41.03418,28.98394
Cosy and clean room in Nisantasi + joint bathroom,41.05312,28.99144
••Disinfected•• Private Flat#6 in the city center,41.03214,28.94375
••Disinfected•• Private Flat#2 in the city center,41.03228,28.94484
"Comfortable, cozy,  very nice location at Moda cd.",40.98429,29.02372
Private Room with Free Breakfast+Wi-Fi,41.03526,29.05027
Two bedrooms apartment with garden view,41.09385,28.89753
Benim Evim,41.07881,28.99496
Central and Elegant One bedroom,41.05214,28.98569
Element Residence 1+1 Apartment,41.03571,28.97753
City two bedroom apartment with a garden,41.05191,28.98524
Element Residence 1+1 Apartment (502),41.03571,28.97753
Nice Home in Kurtuluş-Room with Private Bathroom,41.05011,28.98443
oda tek kişilik,41.00525,28.82933
Small and Cozy room in Kadıköy,41.01339,29.03836
A-98 TÜYAP fuar yanıDENİZmanzaralı  jakuzili apart,41.02443,28.62835
Cihangir 2 Bedroom Beautiful high ceiling home,41.03249,28.98535
Center of Istanbul,41.0135,28.94874
B-35 TÜYAP fuar merkezi yanı 1+1 apart daire,41.02306,28.62638
Terrace Guesthouse FAMILY ROOM,41.0057,28.98059
guesthouse on the Bosporus.,41.16284,29.04353
sophia studio economic room,41.0047,28.97034
S5 Attic Studio,40.98904,29.02753
Mekan,41.04315,28.86107
B6 Attic Studio,40.99649,29.02827
S3 Flat,40.98894,29.02716
Şişli Rental House,41.06463,28.99418
Private room 3 minutes to İstiklal Stret,41.03164,28.97736
"Private room for rental 4. Levent, Istanbul",41.084,29.00344
friendly homeowner,41.01792,29.14302
Beautiful Bosphorus view / minimalist studio,41.03212,28.98803
Nearby to Cevahir mall and in city center,41.05988,28.99589
Design Rental House at İstanbul 4. Levent \ Maslak,41.1082,28.99816
Günlük kiralık,41.11984,29.05885
Your Audiophile Residence in İstanbul :),41.06513,28.7772
SİRKECI / İSPARTA PALAS,41.01392,28.97501
"Cozy & Deluxe Apartments in Osmanbey , Bomonti",41.05619,28.98247
Nish Palace Exclusive Suites,41.00143,29.14775
Ev,41.06924,28.99485
Dikçatı Pansiyon Şile,41.1724,29.62443
Close to the Blue Mosque: 2 bedroom apartment.,41.00272,28.97998
İstanbul’da ki eviniz,40.91834,29.29377
"Spacious, Bright, Design Apartment @ Best Location",41.05627,28.98348
KİRALIK ODA,40.99716,29.03634
Kat 5,41.07144,28.91847
There's no place like home !,40.97406,29.08499
360 Panoromic Istanbul View near GALATA,41.02677,28.97343
A cosy room in Beşiktaş,41.04785,28.99926
"Temiz, ulaşımı kolay.",41.02501,29.10399
best home suites özel oda,41.00549,28.97051
Akasya Apartments Kadikoy (street),40.99813,29.02853
stusio  daire,41.03276,28.98288
Dualist 2,41.00292,28.96929
Rooms in Covid-Free Silivri Villa with Beach,41.05996,28.09272
Cosy&Peaceful Room in Bostancı,40.95463,29.10278
Bedsit center of İstanbul/Besiktas,41.04395,29.00189
New child-friendly 2 bedroom near Bagdat Avenue,40.97263,29.07084
"Modern apt in Bomonti, central, new building 2018",41.05588,28.97185
Bakırköy Merkezde Yeni Apart,40.97858,28.87417
dualist family,41.00432,28.97032
Zeku Home,40.98201,29.0506
Nice Retro Private Room,41.02848,28.97637
Eminönünde merkezi yer her yere yakın ulaşm sornsz,41.01922,28.96554
Bakirkoy Elit Ladies Dormitory,40.98169,28.87378
Taksim guest house 1,41.03635,28.98094
Luxury Studio Suite with Terrace,41.12021,29.00889
By Home Life Zemin,40.99356,29.02817
ISTIKLAL STREET HOUSES,41.03549,28.97675
By Home Life Kat 1,40.99355,29.02817
BEŞİKTAŞta güvenli temiz oda,41.05265,29.0075
Berkan's Pent House,41.05265,29.03016
By Home Phoenix No 3,40.99355,29.02817
By Home Phoenix No 4,40.99461,29.02675
By Home Phoenix No 8,40.99437,29.02576
Taksim levent kağıthane lux suit rooms,41.08541,28.98588
Agora suite aile odası,41.02358,28.68636
Sütüdyo daire,41.00936,28.69989
Tuyap Business Daire,41.02295,28.68606
Sultanahmet Studio apartment 1,41.00402,28.97733
3 bedroom apartment with balcony 2,41.00378,28.97872
Kadıköy Acıbadem,40.99931,29.04193
Elit Suites,40.92863,29.3066
A comfortable flat in a site,41.12542,29.03505
TÜYAP  Fuarı  yanı .Deniz  manzaralı .,41.02489,28.62732
İstanbul Üsküdar  Sweet House in Rent for 4 months,41.01496,29.01415
"Hanzade Evleri, luxury apartment",40.83452,29.30961
Standard served apartment Harbiye 10 min to taxim,41.04329,28.98509
Beyoğlu İstiklal caddesi’nde temiz stüdyo daire,41.03468,28.98396
CHEAPEST IN TOWN -Single w/balcony in classy Balat,41.03151,28.94856
"Centre of Kadikoy, cozy apartment",40.98513,29.03054
"Cozy Flat Room, Kadıköy",41.06478,28.97259
Beyoglu Studios,41.03818,28.98336
Private Room in well appointed B&B,41.00356,28.97192
TÜYAP fuar yanında Deniz manzaralı lüks apart,41.02269,28.6265
Better location for use transport.,40.98636,29.03832
Taksim de meydanına yakın kullanışlı temiz daire,41.03334,28.988
Heart of İstanbul. Single room for ladies.,41.04955,28.98771
"In the bazaar, public transportation is very close",40.99464,28.84426
Niaşntaşı,41.05261,28.99794
Peaceful and Bohemian Flat with Great Vibe,41.03601,28.97575
Cozy shared house in Bakırköy / Atatürk Airport,40.97913,28.87952
Double Room Central House,41.05029,28.98338
prive room full eşyalı metro yakın.,41.08503,29.00238
Yıldırım,40.99192,29.02803
under the rainbow :),41.03447,28.97573
Nişantaşında merkezi otoparklı güvenlikli,41.0541,28.99712
LUXSORY  RESİDENCE PRİVATE ROOM,41.00136,29.05415
"Cozy place in the heart of Asian side, @Kadıköy.",40.98626,29.03285
Deluxe served Apartment in Harbiye 10 min to Taxim,41.04313,28.98629
"Double-terraced, light filled nest on quiet street",41.05342,28.98165
Room at Ömer Hayyam,41.03707,28.97482
Galata Tower's Street ! Minimal apartment.,41.02686,28.97398
Levanten room with panoramic view (with balcony),41.03573,28.9726
Cheap room for Students,41.05106,28.97748
LUXURY ROOM in Taksim(Breakfast included),41.03631,28.98254
Cosy flat in Cihangir,41.03023,28.98352
Nice room near Sapfir,41.08813,29.00369
A modern apartment at the heart of Istanbul,41.05668,28.98194
C1,40.9859,29.02609
Konforlu ve temiz,40.93097,29.21657
Manzaralı bir ev,41.08217,28.98093
"Safe and clean room in center, between trees!",41.05354,28.99909
Akin’s house,41.03095,28.68368
cozy room top on floor terrace,41.03697,28.97675
Hotel Perula Sultanahmet,41.00495,28.97391
FUN? 2BR Private Turkish Bath and Sauna at Galata,41.02774,28.97697
Samanthas,41.07265,29.03852
Private room in Koşuyolu-Kadıköy,41.0096,29.04017
Kisa konaklamalar icin ideal,40.9995,28.85477
Totally renovated-  in the heart of Taksim!,41.02807,28.97256
Central Bright and Cosy Flat,41.03615,28.98693
Sweet 4 bed room in Taksim,41.03366,28.98334
Öğrenci dairesi,40.97448,29.15543
Great comfy flat at the center of the city!,41.06176,28.99973
Wunderschöne Wohnung mit Meerblick,41.01348,28.60395
Cosy room in the center of Istanbul,41.03607,28.97603
Private and Special Room,41.08864,29.04913
"HOTEL COMFORT IN APARTMENT 1851,GALATA",41.02667,28.97443
Gorgeous Seaview Two Bedroom Flat 8,41.02814,28.97756
BLUE SUIT,41.04643,29.01015
"Ağva'da denize 100 metrede aile ortamı,",41.13703,29.85063
Perfect location Mecidiyeköy Sisli,41.06918,28.9957
Seaview 3Br2ba AC in all rooms / Without stairs,41.02612,28.97427
ROOMS WITH PANORAMIC BOSPHORUS & GALATA VIEW!,41.02734,28.97558
Perula Hotel Istanbul,41.0052,28.97227
Fındıkzade merkezde lux daire,41.01005,28.9389
Eclectic Flat for 2,41.04787,28.99969
Asmali Suite & Center Of The  Buzzling Nightlife,41.02972,28.97426
Beautiful private suite double room,41.03518,28.98432
Comfortable Studio in the Heart of Galata (2),41.02796,28.97548
Bright and Comfortable Studio (6),41.02896,28.97618
"Modern, Light, Airy, Cntrl Location, Boutique",41.00643,28.98194
Özel güvenliklikli bir sitedeki dairemin bir odası,41.0185,28.82557
Enjoy Istanbul at a nice site with security,41.00947,28.63955
Cosy room at Hasanpaşa,40.99377,29.04211
MEHMET'S PLACE IN ISTANBUL,41.03636,28.97511
Connection family room seperate toilets.,41.00667,28.97072
Tevay Çiftliği,41.26037,28.50284
"Perfect location, wonderful view, lovely apartment",41.03097,28.97786
Double & Twin Room With Breakfast,41.00619,28.97223
••Disinfected•• Flat #9 with Private Terrace,41.03223,28.944
Private studio flat in Taksim's safe and calm area,41.03617,28.99263
İstanbul Buyukcekmecede yüzme havuzlu lüks villa,41.04285,28.49762
Vintage Flat at Lively &Safe Cihangir(8minSquare),41.03038,28.9837
Colorful apartment with great views,40.99522,29.02647
Öncelik senin dir,41.0327,28.9862
Clean and Safe Room ( in TAKSİM STREET ),41.03546,28.98406
İncila Garden Suite,41.02648,28.97824
"A cozy place in Nişantaşı, the heart of İstanbul",41.05579,28.99381
TÜYAP Fuarı yanı 1+0 Stüdyo daire,41.02347,28.62575
TAKSİM COMFORT HOME,41.03516,28.97871
❤️  NISANTASI★1BR RESIDENCE★LIFT★METRO,41.05244,28.98915
Ağva Piazza Otel Jakuzili Şöminel Oda - Sadece Oda,41.13963,29.8557
Kurtulus Flat,41.04761,28.98005
Deluxe Room in the Heart of Galata,41.0253,28.97123
Free Transfer / Modern Flats @Taksim No:3,41.03385,28.97643
Queen Yataklı Oda & Queen Room,41.03389,28.9885
Özel Oda,41.08493,29.00211
Beyoğlu bölgesinde merkezi 1+1 ev,41.03382,28.98231
Cozy Place in the heart of Istanbul,40.98481,29.0264
"Bright, Comfortable Apartment overlooking Istanbul",41.0209,29.03227
VILLA DA TATIL,41.04019,28.50773
Nice Bosphorus view / minimalist studio,41.03097,28.98804
Modernly Renovated Apt. looking over Golden Horn,41.03476,28.97154
Family Room - Çatı suit - Çırağan Palace Area,41.04478,29.01041
Family Room- giriş-Çırağan Palace Area,41.04597,29.01229
family Room-BAHÇE KATI-Çırağan Palace Area,41.04451,29.01054
Family Room - AŞK - Çırağan Palace Area,41.04516,29.01171
TRİP GRUP  PANSİYON,41.04481,29.01172
Beşiktaşta kiralık oda,41.04543,29.0102
The most central place of Şişli,41.06092,28.98765
Easy Access to every place in Istanbul.,41.00206,29.02786
Özel oda Galata manzaralı,41.03212,28.98291
CASA BENE in IST,40.94124,29.30282
1+1 Daire,41.02559,28.62691
Avcılar / İstanbul,41.00334,28.7067
"Private Room in Fully furnished, cozy apartment",41.05949,28.9843
Sarah Suite Deniz Manzaralı Stüdyo Daire,41.0339,28.9885
Live a local's life in the heart of Üsküdar,41.01344,29.01332
Ninth floor,41.08798,28.65199
Eteler,41.06541,29.00427
♗AC in All Rooms♗3Bedr&2Bathr Full House Taksim,41.03123,28.97959
Lighthouse,40.98931,28.87403
Private room in Uskudar (only Female guest),41.02462,29.0114
"Taksim'de; Haftalık, Aylık Kiralık Oda*",41.04149,28.98623
dualist 3,41.00405,28.96825
Apartment right in the city center: Beyoglu,41.0284,28.97272
Ağaoğlu My World Europe 3+1,41.06507,28.7791
LOVELY DOUBLE BEDROOM W/ BOSPORUS VIEW IN CIHANGIR,41.03093,28.98317
bahçeli müstakil bir villa sizler için hazır...,41.01986,28.62069
Sarah Suite Deniz Manzaralı Stüdyo Daire,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
1+1 Çift Yataklı & Double Room & Sarah Suite,41.0343,28.98826
Bahçeşehir villa,41.08069,28.67367
Sarah Suite 2+1 Dublex Daire & Dublex Apartment,41.03413,28.98938
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Queen Yataklı Oda & Queen Room,41.0339,28.9885
Comfort Dört Kişilik Oda 1+1 Comfort Quadruple,41.0339,28.9885
Location - Sultanahmet/Breakfast included,41.00431,28.97979
20 minute near atatürk airport in the şirinevler,40.99872,28.8441
Location - Sultanahmet/Breakfast included,41.00432,28.97978
Location - Sultanahmet/Breakfast included,41.00431,28.97979
Comfort Dört Kişilik Oda 1+1 Comfort Quadruple,41.0339,28.9885
Location - Sultanahmet/Breakfast included,41.00424,28.97966
Location - Sultanahmet/Breakfast included,41.00424,28.97966
Location - Sultanahmet/Breakfast included,41.00424,28.97966
Sea & Golden Horn View in Cihangir - Taksim,41.03096,28.98421
Ağaoğlu Maslak 1453,41.11958,29.00816
Deniz Manzaralı Geniş ve Konforlu Harika Daire,40.9745,28.71006
Çatı Katı Daire,41.04962,28.97936
Stylish Boutique Flat With a Beautiful Balcony,41.32397,28.59572
High Ceiling Apt. w/ Private Garden&Roof in Taksim,41.03396,28.97219
Room in Beşiktaş/Ortaköy(Just 5 minutes Besiktas),41.05357,29.02172
★ Stunning Sunlit Room ★ Stylish House ★ Galata ★,41.0273,28.97427
Family Room - Pleasant place and staff,41.00424,28.97966
Family Room - Pleasant place and staff,41.00502,28.97853
Family Room - Pleasant place and staff,41.00424,28.97966
★Bohemian Chic Room ★ Stylish House ★ Galata ★,41.02877,28.97253
MASS APART TAKSIM / ISTANBUL - STUDIO 5,41.04047,28.9816
Superior Suit in Elmadag-7,41.04296,28.98656
★ Cozy Vintage Room ★ Stylish House ★ Galata ★,41.02872,28.97475
Suit in Elmadag-10,41.04508,28.98482
Golden Horn Views from The Saffron House in Old Istanbul,41.02999,28.94677
DOUBLE ROOM IN ARTISTS FLAT !,41.07121,28.99824
Oda,41.04537,28.95134
Hotelapart for up to 4 person,41.03742,28.97546
Family/Breakfast/Room Service/Info desk,41.00424,28.97966
Family/Breakfast/Room Service/Info desk,41.00424,28.97966
Family/Breakfast/Room Service/Info desk,41.00424,28.97966
Maltepe sahilde adalar manzaralı ev,40.91751,29.13258
Anatolian Fortress/ Author's home ( 185 m2,41.08352,29.07905
Komplet möbliertes Wohnung Şirinevler,41.00148,28.83913
Peaceful and cozy home in the heart of Besiktas,41.04501,29.01196
city house @istiklal caddesi - beyoglu- istanbul,41.03024,28.97529
Charming one bedroom Flat in Cihangir,41.0328,28.98299
Bostancı deniz manzaralı,40.95477,29.09623
In the heart of Istanbul,41.01487,28.9386
Vue Unique au Coeur d'Istanbul,41.025,28.97409
Sweet 2 Bedroom Flat in Luxurious City Center,41.05478,28.97879
Beautiful Studio Flat in Old Istanbul - Saffron,41.02999,28.94793
Orman Manzaralı 5.kat Ayazağa-[Günlük 1Kişi 40 TL],41.11983,28.99655
Taksim Istanbul Apart Gumus Kupe 2+1,41.03637,28.97405
Simple apartment with rooms $15 per night stay,41.01182,28.83931
A room in Kadıköy/Yeldeğirmeni,40.99754,29.02795
just 2 mins to sultan ahmet,41.00425,28.97902
"Cozy,central,daylight place in besiktas!",41.05693,29.00376
Suites istanbul,41.03726,28.9771
A cozy and peaceful house in Kadikoy,40.9976,29.044
ONE BEDROOM DELUXE APARTMENT IN TAKSIM,41.04323,28.98264
Private Room in Yeldeğirmeni / KADIKÖY,40.99588,29.0285
Exposed Brick & Elegant View @Heart of Istanbul,41.0264,28.97466
Comfy Room with Balcony in the Center!,41.06152,29.00953
2 kişi için deniz manzaralı temiz oda,40.96618,29.10075
In the Heart of Pera/ Asmalımescit with HAMAM,41.03015,28.97362
"double toilet, hot water, tv, wifi",41.04648,29.00637
Old City/Blue Mosque/St. Sophia,41.00328,28.98035
Old City/Blue Mosque/St. Sophia,41.00337,28.98071
Modern style house which is close to Atatürk airp.,40.99693,28.7871
Old City/Blue Mosque/St. Sophia,41.00541,28.9793
Triple room nicely located  beside Sultanahmet,41.00431,28.97978
Triple room nicely located  beside Sultanahmet,41.00432,28.97976
Triple room nicely located  beside Sultanahmet,41.00431,28.97979
Family room nicely located  beside Sultanahmet,41.00431,28.97977
Family room nicely located  beside Sultanahmet,41.00432,28.97974
Family room nicely located  beside Sultanahmet,41.00431,28.97978
In Atasehir home away from home,41.00018,29.10493
Family room nicely located  beside Sultanahmet,41.00424,28.97966
Triple room nicely located  beside Sultanahmet,41.00424,28.97966
Double room nicely located  beside Sultanahmet,41.00424,28.97966
Double room nicely located  beside Sultanahmet,41.00424,28.97966
Double room nicely located  beside Sultanahmet,41.00424,28.97966
STUNNİNG 1B APARTMENT IN THE HEART OF THE CITY,41.03266,28.98157
Full Studio Apartment in Beyoglu (NEW Decorated),41.03629,28.98187
Bahar sitesi,40.96887,29.1129
Cozy home with my cat Ares:) @citycentre,41.04335,29.00271
Apartment for rent in Istanbul near Sabiha Airport,40.89333,29.35148
"Bright room in Avcılar, 15min from the Marmara sea",40.9818,28.7327
Nice Sightseeing near  the shopping malls&airport,40.97249,28.87054
Cozy flat in the nostalgic district of Istanbul,41.03021,28.97972
İstanbul / Eyüp / Gaziosmanpaşa,41.06439,28.93266
Taksim House Suite,41.04075,28.98262
İstanbul Galata Bölgesinde Zarif Daire,41.02932,28.97137
Bahçeşehir villa,41.07591,28.66581
A cat in in a cosy house,41.0488,28.99712
Taxim  Square  Entire Flat,41.03468,28.99048
Bakırköy Center - Atatürk Aırport 5 minutes away,40.9829,28.87913
Hidden Beauty w/Breathtaking Sea View@Galata,41.02632,28.97639
ŞİŞLİ MERKEZDE STÜDYO DAİRE,41.06002,28.98534
