NAME,LATITUDE,LONGITUDE
Yeşilköy Marina 5,40.95596791,28.82154635
Ulu Camii Açık Otoparkı,40.99802053,28.85004309
Darüşşafaka Yeraltı Otoparkı,41.12928019,29.0252463
Uzunçayır P+R,40.99874571,29.05817603
Küçükyalı P+R,40.94994424,29.12248769
Maslak P+R 1,41.11653267,29.02405377
Bahçelievler Hizmet Hastanesi Önü Açık Otoparkı,41.00113591,28.87988359
Uzunçayır P+R,40.9987432,29.05806005
Yeşilköy Marina 1,40.95753238,28.8231094
Cengiz Topel Yer Altı Katlı Otoparkı,41.0590446,28.86434019
Beyoğlu Örnektepe Zemin Altı Otoparkı,41.05423706,28.95487729
Harbiye Zemin Altı Otoparkı,41.04053983,28.98788198
Balmumcu Açık,41.0620416,29.01065172
Florya Havuzlu Bahçe,40.97642009,28.79080593
Kartal Köprüsü Kavşağı P+R,40.90756931,29.2065686
Kartal Köprüsü Kavşağı P+R,40.90749541,29.2065034
İcadiye Açık Otoparkı,41.02567745,29.04199898
İcadiye Açık Otoparkı,41.02484558,29.04279616
Azapkapı Haliç Metro Otoparkı,41.02418858,28.96874433
Suadiye Cep Açık Otoparkı,40.95855911,29.07340454
Hidiv Kasrı,41.10348001,29.07555196
Bağlarbaşı Katlı Otoparkı,41.02518776,29.03464973
Sultanbeyli Emir Caddesi Zemin Altı Otoparkı,40.97168056,29.25547622
TRT Önü Açık Otoparkı,41.03259068,28.97460461
Beykoz Sosyal Tesisleri 1,41.11334821,29.08630824
Beykoz Sosyal Tesisleri 2,41.11361661,29.08686697
Azapkapı Haliç Metro Otoparkı,41.02450458,28.96928619
Çırpıcı Sosyal Tesisler,40.99996296,28.89259861
Başakşehir Metro P+R,41.10737157,28.80092911
Ümraniye Okan Sokak Zeminaltı Otoparkı,41.02877834,29.09112587
Pendik Devlet Hastanesi Açık Otoparkı,40.87751847,29.22890067
Pendik Devlet Hastanesi Açık Otoparkı.,40.87754281,29.22884166
Pendik Katlı Otoparkı,40.87893488,29.234182
Dalyan Açık Otoparkı,40.96351657,29.06440616
Ressam Halim Sokak Açık Otoparkı,40.99682977,28.86396334
Bağcılar Göztepe Zemin Altı,41.05643318,28.83543057
Bağlantı Yolu 2,41.0802187,29.01247675
Esenler Menderes Metro İstasyonu Yanı,41.04264635,28.87825817
Ressam Halim Sokak Açık Otoparkı,40.99647488,28.86409176
Bayrampaşa Yenidoğan Mahallesi Zemin Altı Otoparkı,41.03950601,28.90875434
Fatih Minibüs Depolama Alanı,41.01302421,28.94694414
Fatih Katlı Otoparkı,41.01972869,28.93966398
Fatih Katlı Otoparkı,41.01974358,28.93960824
Alibeyköy Cep Otogarı Otobüs Otoparkı,41.08777623,28.94498158
Alibeyköy Cep Otogarı Açık Otoparkı,41.08778981,28.94453824
Pendik Yenişehir Mustafa Akyol Sokak 1,40.92652079,29.30838347
Pendik Yenişehir Mustafa Akyol Sokak 3,40.92747825,29.30754522
Pendik Yenişehir Mustafa Akyol Sokak 2,40.92703583,29.30791153
Bahçeşehir Gölet Açık Otoparkı,41.07203137,28.69018333
Eyüpsultan Akşemsettin Mahallesi Zemin Altı Otoparkı,41.08506324,28.9258416
Harbiye İlkokulu Yer Altı Otoparkı,41.04454995,28.98508787
Şehit Murat Demirci Kapalı Otoparkı,41.05905875,28.99436027
Maçka Açık Otoparkı,41.0458173,28.99103094
Bayrampaşa Altıntepsi Zemin  Altı Otoparkı,41.03821102,28.90674646
Bağcılar Çolakoğlu Zemin Altı Otoparkı,41.03293546,28.83468572
