NAME,LATITUDE,LONGITUDE,NEIGHBORHOOD_NAME
ESENYURT,41.03210179,28.68206942,SULTANİYE
BÜYÜKÇEKMECE,41.01976026,28.56367183,MİMAR SİNAN
PENDİK,40.92653517,29.31562524,YENİŞEHİR
FATİH,41.02860721,28.93680477,KARAGÜMRÜK
EYÜPSULTAN,41.23374338,28.88446852,
AVCILAR,41.05779921,28.71278394,
SULTANGAZİ,41.13196351,28.82696282,ESKİ HABİPLER
ÇEKMEKÖY,41.03232541,29.17362107,MİMAR SİNAN
SİLİVRİ,41.09428834,28.37628946,ORTAKÖY
PENDİK,40.88688466,29.23998611,BAHÇELİEVLER
SANCAKTEPE,41.0137312,29.24597297,SAFA
ŞİLE,41.12918897,29.85330148,AĞVA MERKEZ
BEYOĞLU,41.03845927,28.97348141,SURURİ MEHMET EFENDİ
BAYRAMPAŞA,41.05010145,28.89979986,KOCATEPE
BAĞCILAR,41.05997752,28.83135469,MAHMUTBEY
BAHÇELİEVLER,41.01313068,28.84679765,KOCASİNAN MERKEZ
MALTEPE,40.92936189,29.12954455,ALTAYÇEŞME
SİLİVRİ,41.08089449,28.20540691,MİMAR SİNAN
ARNAVUTKÖY,41.19165865,28.73369324,MUSTAFA KEMAL PAŞA
SULTANBEYLİ,40.96971958,29.26609861,MEHMET AKİF
KÜÇÜKÇEKMECE,41.02923287,28.80651589,HALKALI MERKEZ
KÜÇÜKÇEKMECE,41.00999857,28.7943201,TEVFİKBEY
BAĞCILAR,41.03264496,28.83403227,KİRAZLI
ARNAVUTKÖY,41.2033959,28.75979455,MAVİGÖL
KAĞITHANE,41.08893676,28.98501544,YAHYA KEMAL
SULTANBEYLİ,40.96503519,29.27201947,MEHMET AKİF
TUZLA,40.84673672,29.29609942,EVLİYA ÇELEBİ
BEYKOZ,41.08110132,29.07702496,GÖZTEPE
ÇEKMEKÖY,41.04493396,29.17717304,MERKEZ
ZEYTİNBURNU,40.99509797,28.89498736,VELİEFENDİ
BEYOĞLU,41.05692589,28.95109131,ÖRNEKTEPE
SANCAKTEPE,40.95854245,29.21479814,FATİH
KAĞITHANE,41.07165321,28.97989356,ÇAĞLAYAN
SULTANBEYLİ,40.96441708,29.28132338,TURGUT REİS
GAZİOSMANPAŞA,41.0837214,28.90890001,KAZIM KARABEKİR
BAĞCILAR,41.03679069,28.8528852,YAVUZ SELİM
KADIKÖY,41.0031846,29.03408572,ACIBADEM
SARIYER,41.15603424,29.03575604,ÇAYIRBAŞI
BÜYÜKÇEKMECE,41.01743535,28.56224986,MİMAR SİNAN
ÜSKÜDAR,41.01459555,29.07573056,BULGURLU
EYÜPSULTAN,41.20086472,28.8250662,PİRİNÇÇİ
BEYLİKDÜZÜ,41.00426897,28.68413878,YAKUPLU
ÇEKMEKÖY,41.03967624,29.23452196,ALEMDAĞ
SULTANBEYLİ,40.94061661,29.28526576,ORHANGAZİ
KAĞITHANE,41.09433608,28.99299325,SULTAN SELİM
SANCAKTEPE,41.00720945,29.24424775,MERVE
BAYRAMPAŞA,41.03191942,28.90553774,VATAN
BÜYÜKÇEKMECE,41.00105092,28.61802638,PINARTEPE
BEYOĞLU,41.04063261,28.96738729,İSTİKLAL
SARIYER,41.11754302,29.02355514,MASLAK
KÜÇÜKÇEKMECE,40.99291354,28.79361403,GÜLTEPE
ÇATALCA,41.13283082,28.47029877,FERHATPAŞA
ÜSKÜDAR,41.0225188,29.07526394,KISIKLI
ÜSKÜDAR,41.05127969,29.06445839,ÇENGELKÖY
ŞİŞLİ,41.06569501,28.98749277,MERKEZ
BAĞCILAR,41.0345758,28.83336008,GÜNEŞLİ
BAHÇELİEVLER,41.00336557,28.86629591,BAHÇELİEVLER
EYÜPSULTAN,41.04519721,28.91682936,TOPÇULAR
ESENYURT,41.0168531,28.63926464,BARBAROS HAYRETTİN PAŞA
KÜÇÜKÇEKMECE,41.04331261,28.80304559,HALKALI MERKEZ
GÜNGÖREN,41.02832064,28.87822706,GENÇOSMAN
ÇEKMEKÖY,41.024838,29.22565949,CUMHURİYET
KÜÇÜKÇEKMECE,41.00846474,28.79462734,FEVZİ ÇAKMAK
KÜÇÜKÇEKMECE,41.03370432,28.76812558,İSTASYON
ÜSKÜDAR,41.00831569,29.02304984,SELİMİYE
SİLİVRİ,41.07112997,28.11282106,SANCAKTEPE
BAĞCILAR,41.05629933,28.85260992,100. YIL
ÜMRANİYE,41.01604178,29.15031837,CEMİL MERİÇ
ARNAVUTKÖY,41.18201676,28.74285376,ARNAVUTKÖY MERKEZ
GAZİOSMANPAŞA,41.08089939,28.89335859,BARBAROS HAYRETTİN PAŞA
BÜYÜKÇEKMECE,41.0283927,28.4598228,KUMBURGAZ
KADIKÖY,40.98943776,29.04218668,EĞİTİM
KÜÇÜKÇEKMECE,40.99637053,28.7966381,BEŞYOL
ATAŞEHİR,40.98244232,29.10612673,KÜÇÜKBAKKALKÖY
BAĞCILAR,41.03986548,28.83360109,YENİMAHALLE
SİLİVRİ,41.23063559,28.11426707,BEYCİLER
BAĞCILAR,41.06971419,28.82515769,MAHMUTBEY
TUZLA,,,AKFIRAT
KÜÇÜKÇEKMECE,41.03209046,28.80008994,HALKALI MERKEZ
SARIYER,41.15146045,29.04263104,KİREÇBURNU
KÜÇÜKÇEKMECE,41.03364903,28.80740684,HALKALI MERKEZ
ÇEKMEKÖY,41.08760596,29.34745491,ÖMERLİ
BÜYÜKÇEKMECE,41.0179062,28.48309223,BAHÇELİEVLER
SİLİVRİ,41.06963005,28.2925998,YENİ
KÜÇÜKÇEKMECE,40.98594941,28.78385495,CENNET
BAHÇELİEVLER,40.99309489,28.82714527,ÇOBANÇEŞME
KAĞITHANE,41.07857234,28.97196755,MERKEZ
SULTANGAZİ,41.09489084,28.86334675,SULTANÇİFTLİĞİ
ÇATALCA,41.40368877,28.37736237,KARACAKÖY MERKEZ
ÇATALCA,41.41039208,28.18491916,ATATÜRK
BÜYÜKÇEKMECE,41.0079701,28.53766986,MİMAR SİNAN
SULTANBEYLİ,40.96388354,29.28443917,TURGUT REİS
ÇATALCA,41.10456986,28.42483278,OVAYENİCE
KADIKÖY,40.98428999,29.05691032,FENERYOLU
MALTEPE,40.91644049,29.1466845,CEVİZLİ
PENDİK,40.88107458,29.232362,YENİ
ŞİŞLİ,41.04841645,28.98502515,BOZKURT
BEYKOZ,41.14832259,29.11321153,AKBABA
BAHÇELİEVLER,41.00988951,28.83102794,YENİBOSNA MERKEZ
SİLİVRİ,41.07527809,28.1328553,SEMİZKUMLAR
ÜSKÜDAR,41.0156293,29.07459879,KÜÇÜKÇAMLICA
ÜMRANİYE,41.01818585,29.17163602,NECİP FAZIL
ESENYURT,41.01207548,28.68179064,ZAFER
TUZLA,,,
PENDİK,40.89430881,29.25927376,
SİLİVRİ,41.22622091,28.06378658,BÜYÜK ÇAVUŞLU
BÜYÜKÇEKMECE,41.03783658,28.43729495,KAMİLOBA
TUZLA,40.84479138,29.30578453,İÇMELER
ARNAVUTKÖY,41.18944311,28.74268625,İSLAMBEY
SULTANGAZİ,41.09720383,28.90467187,75. YIL
EYÜPSULTAN,41.17927948,28.88399551,GÖKTÜRK MERKEZ
BAŞAKŞEHİR,41.0845534,28.8106902,BAŞAK
SANCAKTEPE,40.9667866,29.21556362,FATİH
SİLİVRİ,41.08393012,28.03649832,GÜMÜŞYAKA
PENDİK,40.85619462,29.28717171,GÜZELYALI
ÜMRANİYE,41.0132846,29.1071528,ATAKENT
SULTANBEYLİ,40.97177557,29.24849597,HASANPAŞA
TUZLA,40.9077861,29.34327854,ORHANLI
PENDİK,,,GÜLLÜ BAĞLAR
KARTAL,40.89407129,29.19885509,ÇAVUŞOĞLU
ATAŞEHİR,40.98385675,29.1658297,MİMAR SİNAN
FATİH,41.0177712,28.95090075,ALİ KUŞÇU
SARIYER,41.19144222,29.03680574,USKUMRUKÖY
BAKIRKÖY,40.98547399,28.78567328,ŞENLİKKÖY
BAYRAMPAŞA,41.05105998,28.90763786,MURATPAŞA
KARTAL,40.89834808,29.16409097,KORDONBOYU
ATAŞEHİR,40.98849474,29.14550502,KAYIŞDAĞI
PENDİK,40.89866138,29.25959823,VELİBABA
BÜYÜKÇEKMECE,41.02184205,28.58403678,FATİH
MALTEPE,40.93778536,29.13796998,GİRNE
GAZİOSMANPAŞA,41.07437664,28.90499752,YENİ MAHALLE
BAŞAKŞEHİR,,,KAYABAŞI
TUZLA,40.83917265,29.2954312,EVLİYA ÇELEBİ
SANCAKTEPE,41.00697284,29.18824372,EMEK
KÜÇÜKÇEKMECE,40.98858144,28.79089044,GÜLTEPE
PENDİK,40.89574571,29.24902912,ÇINARDERE
ZEYTİNBURNU,41.01918556,28.91783023,TOZKOPARAN
TUZLA,40.92611498,29.35090343,FATİH
SİLİVRİ,41.10724102,28.11222224,ÇELTİK
BAHÇELİEVLER,41.02069618,28.84041721,KOCASİNAN MERKEZ
KARTAL,40.91110469,29.1952688,ESENTEPE
ESENLER,41.05624872,28.87563167,HAVAALANI
EYÜPSULTAN,41.08395433,28.9487804,ALİBEYKÖY
FATİH,41.00725845,28.92843682,SEYYİD ÖMER
ÇEKMEKÖY,41.08178999,29.34045862,KOÇULLU
ZEYTİNBURNU,40.99128692,28.91961874,KAZLIÇEŞME
GÜNGÖREN,41.00221707,28.88614594,ABDURRAHMAN NAFİZ GÜRMAN
BAHÇELİEVLER,41.01163702,28.82838406,YENİBOSNA MERKEZ
TUZLA,40.82407346,29.35201815,ŞİFA
BÜYÜKÇEKMECE,41.04084216,28.62583498,ÇAKMAKLI
AVCILAR,41.05682424,28.728053,TAHTAKALE
ZEYTİNBURNU,41.02772258,28.90843274,TOZKOPARAN
ÜMRANİYE,41.01651051,29.17768789,NECİP FAZIL
BEYKOZ,41.07999656,29.07078134,GÖKSU
ZEYTİNBURNU,41.0022152,28.91983752,KAZLIÇEŞME
ÇATALCA,41.19727482,28.44551218,GÖKÇEALİ
BAŞAKŞEHİR,41.10452214,28.8043003,BAŞAK
ÇATALCA,,,
BÜYÜKÇEKMECE,41.07923068,28.62487209,ALKENT 2000
SANCAKTEPE,40.98696716,29.22608529,BÜYÜKBAKKALKÖY
ESENLER,41.04137304,28.88090155,MENDERES
ARNAVUTKÖY,,,TAYAKADIN
ESENYURT,41.00057571,28.69146283,SAADETDERE
ZEYTİNBURNU,40.98218188,28.89369976,KAZLIÇEŞME
SİLİVRİ,41.08141999,28.22079936,MİMAR SİNAN
GÜNGÖREN,41.00477714,28.89232007,ABDURRAHMAN NAFİZ GÜRMAN
KÜÇÜKÇEKMECE,41.00021027,28.80072929,KARTALTEPE
FATİH,41.02980115,28.93902429,DERVİŞ ALİ
BAKIRKÖY,40.98784904,28.88374387,KARTALTEPE
MALTEPE,40.93139349,29.12881027,ALTAYÇEŞME
BÜYÜKÇEKMECE,40.99781132,28.60520225,PINARTEPE
ESENYURT,41.02169457,28.68757661,SULTANİYE
SULTANGAZİ,41.09130079,28.88428792,CUMHURİYET
BÜYÜKÇEKMECE,41.01896944,28.63108952,CUMHURİYET
BEŞİKTAŞ,41.05444498,29.0337741,ORTAKÖY
BAŞAKŞEHİR,,,BAŞAKŞEHİR
ESENLER,41.05482568,28.87583121,KEMER
BAYRAMPAŞA,41.0611405,28.89214984,YILDIRIM
ESENLER,41.05223539,28.85814548,TUNA
BEYKOZ,41.09487573,29.09087267,ÇUBUKLU
MALTEPE,40.93891894,29.13621962,GİRNE
SULTANGAZİ,41.10887447,28.85970541,CEBECİ
KARTAL,40.91212164,29.19191256,ESENTEPE
GÜNGÖREN,41.03248925,28.88381225,GENÇOSMAN
GAZİOSMANPAŞA,41.06964438,28.90311374,FEVZİ ÇAKMAK
PENDİK,40.88658933,29.24185877,ORTA
EYÜPSULTAN,41.05667261,28.939119,MERKEZ
PENDİK,40.87607527,29.26301636,KAYNARCA
PENDİK,40.93937772,29.31722879,YENİŞEHİR
ATAŞEHİR,40.98766792,29.14387497,KAYIŞDAĞI
SULTANBEYLİ,40.94255158,29.30204185,AKŞEMSETTİN
BEYKOZ,41.1278814,29.09614625,GÜMÜŞSUYU
ESENLER,41.05385238,28.86634702,BİRLİK
KADIKÖY,40.98153282,29.06863687,GÖZTEPE
BAĞCILAR,41.05015537,28.81207503,MAHMUTBEY
PENDİK,40.8862482,29.23630356,BAHÇELİEVLER
ATAŞEHİR,40.98103833,29.13111308,KÜÇÜKBAKKALKÖY
ARNAVUTKÖY,41.13654881,28.6229764,YEŞİLBAYIR
BAKIRKÖY,40.98799075,28.79598148,ŞENLİKKÖY
ÜSKÜDAR,41.0314481,29.07960182,FERAH
BAĞCILAR,41.03131234,28.82300003,BAĞLAR
KARTAL,40.8967308,29.22263569,YALI
BAYRAMPAŞA,41.046174,28.91548504,YENİDOĞAN
MALTEPE,40.95044029,29.16276796,ZÜMRÜTEVLER
ESENYURT,41.01964816,28.67658853,AKEVLER
ÜSKÜDAR,41.02892188,29.01747482,SULTANTEPE
PENDİK,40.93530869,29.32867668,YENİŞEHİR
EYÜPSULTAN,41.17663651,28.89025116,GÖKTÜRK MERKEZ
ŞİŞLİ,41.05952851,28.97611861,HALİDE EDİP ADIVAR
KARTAL,40.91616064,29.16989523,CEVİZLİ
ARNAVUTKÖY,41.17749479,28.74801348,ANADOLU
BAYRAMPAŞA,41.03408268,28.89697833,TERAZİDERE
EYÜPSULTAN,41.0794845,28.93045376,KARADOLAP
SİLİVRİ,41.08455767,28.03743955,BALABAN
BAŞAKŞEHİR,,,KAYABAŞI
BAĞCILAR,41.04180765,28.84978727,YAVUZ SELİM
AVCILAR,41.05105637,28.68774615,YEŞİLKENT
KADIKÖY,40.99066123,29.07682169,MERDİVENKÖY
SULTANGAZİ,41.0951491,28.89592117,YUNUS EMRE
ARNAVUTKÖY,41.15255923,28.61693973,HASTANE
KADIKÖY,40.98152792,29.08135026,SAHRAYICEDİT
BAŞAKŞEHİR,41.07178455,28.69399993,BAHÇEŞEHİR 1. KISIM
BÜYÜKÇEKMECE,41.01952776,28.62933529,CUMHURİYET
BAŞAKŞEHİR,41.06005547,28.68809499,BAHÇEŞEHİR 2. KISIM
PENDİK,40.86453919,29.27137385,KAYNARCA
BEŞİKTAŞ,41.07384915,29.01594593,NİSBETİYE
KÜÇÜKÇEKMECE,41.01293832,28.79168159,SÖĞÜTLÜ ÇEŞME
PENDİK,40.87516932,29.2543109,KAYNARCA
EYÜPSULTAN,41.06626839,28.94297153,SAKARYA
ŞİŞLİ,41.05653604,28.96513367,HALİL RIFAT PAŞA
EYÜPSULTAN,41.03746456,28.92574623,DEFTERDAR
SİLİVRİ,41.20384889,28.07676941,BÜYÜK ÇAVUŞLU
BAKIRKÖY,40.98640206,28.81960077,ŞENLİKKÖY
ATAŞEHİR,40.98599295,29.10873277,KÜÇÜKBAKKALKÖY
ÜMRANİYE,41.02058605,29.12964144,IHLAMURKUYU
BAĞCILAR,41.05882767,28.83104024,MAHMUTBEY
MALTEPE,40.94801038,29.10653007,KÜÇÜKYALI MERKEZ
KÜÇÜKÇEKMECE,41.04444737,28.78202783,ATAKENT
ESENYURT,41.03380717,28.68004637,FATİH
BÜYÜKÇEKMECE,41.04027366,28.42850663,KAMİLOBA
ÜSKÜDAR,41.02421121,29.05469689,BURHANİYE
KARTAL,40.90890613,29.20264182,ESENTEPE
BAYRAMPAŞA,41.05178542,28.91069202,MURATPAŞA
PENDİK,40.88430941,29.2359367,BAHÇELİEVLER
GAZİOSMANPAŞA,41.08082731,28.89435742,YENİ MAHALLE
ŞİLE,41.144407,29.5762935,AHMETLİ
PENDİK,40.90436916,29.27867645,ŞEYHLİ
ÜSKÜDAR,41.01682066,29.07617025,BULGURLU
KARTAL,40.91692058,29.19568618,SOĞANLIK YENİ
ŞİŞLİ,41.10294228,28.99991812,HUZUR
BAĞCILAR,41.04591634,28.82983716,MAHMUTBEY
TUZLA,40.88835178,29.37472123,ORTA
SANCAKTEPE,40.95684723,29.21389622,FATİH
GAZİOSMANPAŞA,41.05196898,28.91129632,MERKEZ
EYÜPSULTAN,41.08344499,28.94887753,ALİBEYKÖY
KÜÇÜKÇEKMECE,41.02458108,28.80633273,İNÖNÜ
FATİH,41.00181317,28.9724949,KÜÇÜK AYASOFYA
BAHÇELİEVLER,41.01651655,28.81163703,YENİBOSNA MERKEZ
BEYOĞLU,41.0381445,28.96805901,KÜÇÜK PİYALE
PENDİK,40.89141356,29.23323457,BAHÇELİEVLER
ŞİŞLİ,41.06570788,29.00223845,FULYA
TUZLA,40.8662894,29.334885,AYDINLI
SARIYER,41.16612884,29.05648411,SARIYER MERKEZ
BEYOĞLU,41.04123713,28.96729852,İSTİKLAL
MALTEPE,40.92344507,29.15101452,CEVİZLİ
BÜYÜKÇEKMECE,41.01261672,28.54140741,MİMAR SİNAN
ESENYURT,41.0795274,28.62598391,AKÇABURGAZ
MALTEPE,40.94776756,29.1234393,ÇINAR
ARNAVUTKÖY,41.11736787,28.62845275,ÖMERLİ
BÜYÜKÇEKMECE,41.01398501,28.54734886,MİMAR SİNAN
PENDİK,40.85944317,29.28156925,GÜZELYALI
BAĞCILAR,41.05473055,28.84050802,FATİH
BÜYÜKÇEKMECE,41.02102385,28.56318003,MİMAR SİNAN
ATAŞEHİR,40.97919989,29.10475127,İÇERENKÖY
BAĞCILAR,41.04251084,28.84661452,YAVUZ SELİM
PENDİK,40.88487599,29.23556676,BAHÇELİEVLER
GÜNGÖREN,41.00691653,28.87140247,HAZNEDAR
GÜNGÖREN,41.00805522,28.89697717,ABDURRAHMAN NAFİZ GÜRMAN
BÜYÜKÇEKMECE,41.10824568,28.59256998,KARAAĞAÇ
SANCAKTEPE,41.00851137,29.21597958,ATATÜRK
PENDİK,40.90661526,29.25279936,VELİBABA
ATAŞEHİR,40.98520369,29.10719444,ATATÜRK
ZEYTİNBURNU,40.9939861,28.89457035,VELİEFENDİ
MALTEPE,40.94585412,29.12744229,AYDINEVLER
ATAŞEHİR,40.99697425,29.08879255,MUSTAFA KEMAL
ÜMRANİYE,41.00559909,29.14620474,ŞERİFALİ
BAKIRKÖY,40.99209548,28.83306635,ATAKÖY 7-8-9-10. KISIM
